sex_F,sex_I,sex_M,length,height,shucked weight,viscera weight,shell weight
1.0,0.0,0.0,0.49,0.135,0.2465,0.123,0.2
0.0,1.0,0.0,0.29,0.07,0.036,0.0235,0.035
0.0,1.0,0.0,0.26,0.07,0.037,0.02,0.03
0.0,0.0,1.0,0.58,0.175,0.425,0.203,0.32
1.0,0.0,0.0,0.61,0.165,0.3935,0.2435,0.33
0.0,0.0,1.0,0.6,0.16,0.3995,0.1735,0.33
1.0,0.0,0.0,0.56,0.125,0.344,0.129,0.375
1.0,0.0,0.0,0.575,0.17,0.3775,0.1705,0.385
1.0,0.0,0.0,0.57,0.175,0.38,0.1665,0.295
0.0,0.0,1.0,0.6,0.155,0.4375,0.196,0.325
0.0,0.0,1.0,0.565,0.17,0.342,0.156,0.32
0.0,0.0,1.0,0.545,0.14,0.2475,0.13,0.255
0.0,1.0,0.0,0.44,0.1,0.122,0.0905,0.12
0.0,0.0,1.0,0.5,0.15,0.2815,0.137,0.22
0.0,1.0,0.0,0.36,0.095,0.084,0.0435,0.09
0.0,1.0,0.0,0.385,0.095,0.0915,0.055,0.09
0.0,0.0,1.0,0.39,0.09,0.143,0.0645,0.085
0.0,0.0,1.0,0.5,0.165,0.249,0.138,0.25
0.0,1.0,0.0,0.36,0.11,0.095,0.0525,0.085
0.0,1.0,0.0,0.335,0.1,0.0785,0.0585,0.07
1.0,0.0,0.0,0.505,0.14,0.275,0.1625,0.285
0.0,1.0,0.0,0.395,0.1,0.134,0.0325,0.085
1.0,0.0,0.0,0.41,0.105,0.159,0.077,0.12
1.0,0.0,0.0,0.56,0.19,0.283,0.129,0.275
0.0,0.0,1.0,0.565,0.185,0.329,0.136,0.39
0.0,0.0,1.0,0.565,0.185,0.354,0.1575,0.375
0.0,0.0,1.0,0.605,0.175,0.4765,0.232,0.375
1.0,0.0,0.0,0.565,0.15,0.365,0.159,0.26
0.0,0.0,1.0,0.725,0.215,0.6975,0.4725,0.58
1.0,0.0,0.0,0.675,0.16,0.592,0.3175,0.42
1.0,0.0,0.0,0.665,0.195,0.581,0.354,0.36
1.0,0.0,0.0,0.565,0.155,0.405,0.2195,0.255
1.0,0.0,0.0,0.645,0.175,0.57,0.3045,0.33
0.0,0.0,1.0,0.575,0.14,0.3485,0.1735,0.24
1.0,0.0,0.0,0.64,0.175,0.51,0.259,0.39
0.0,1.0,0.0,0.36,0.105,0.0695,0.045,0.08
0.0,1.0,0.0,0.415,0.11,0.123,0.057,0.0995
1.0,0.0,0.0,0.525,0.135,0.293,0.1525,0.235
0.0,0.0,1.0,0.38,0.1,0.115,0.061,0.075
1.0,0.0,0.0,0.585,0.17,0.3865,0.224,0.265
0.0,1.0,0.0,0.24,0.07,0.026,0.018,0.025
0.0,1.0,0.0,0.22,0.055,0.0215,0.012,0.02
0.0,1.0,0.0,0.255,0.07,0.0255,0.02,0.025
0.0,1.0,0.0,0.175,0.05,0.008,0.0035,0.008
1.0,0.0,0.0,0.67,0.19,0.5425,0.3035,0.4
0.0,0.0,1.0,0.655,0.195,0.567,0.2735,0.41
1.0,0.0,0.0,0.68,0.21,0.5975,0.305,0.625
0.0,0.0,1.0,0.675,0.2,0.545,0.2665,0.465
1.0,0.0,0.0,0.53,0.135,0.313,0.1715,0.2185
1.0,0.0,0.0,0.515,0.12,0.2895,0.1405,0.177
0.0,1.0,0.0,0.43,0.12,0.151,0.0645,0.1045
1.0,0.0,0.0,0.52,0.12,0.2645,0.1415,0.181
1.0,0.0,0.0,0.545,0.16,0.272,0.1455,0.2765
0.0,0.0,1.0,0.53,0.175,0.261,0.1395,0.2645
1.0,0.0,0.0,0.465,0.115,0.1565,0.091,0.1345
0.0,0.0,1.0,0.665,0.175,0.4955,0.254,0.415
0.0,0.0,1.0,0.735,0.225,0.637,0.3405,0.58
0.0,0.0,1.0,0.66,0.185,0.5305,0.2635,0.455
1.0,0.0,0.0,0.7,0.185,0.7055,0.3215,0.475
0.0,0.0,1.0,0.575,0.155,0.3605,0.2445,0.3
0.0,0.0,1.0,0.57,0.125,0.3785,0.1765,0.24
1.0,0.0,0.0,0.58,0.15,0.429,0.212,0.26
0.0,0.0,1.0,0.63,0.145,0.4235,0.237,0.305
1.0,0.0,0.0,0.585,0.14,0.381,0.1615,0.315
0.0,0.0,1.0,0.55,0.13,0.378,0.2385,0.29
1.0,0.0,0.0,0.625,0.15,0.5235,0.3065,0.36
0.0,0.0,1.0,0.54,0.135,0.3485,0.1795,0.235
1.0,0.0,0.0,0.57,0.165,0.44,0.2195,0.285
0.0,0.0,1.0,0.59,0.145,0.475,0.19,0.285
0.0,0.0,1.0,0.58,0.13,0.357,0.181,0.29
1.0,0.0,0.0,0.655,0.155,0.5345,0.2855,0.41
0.0,0.0,1.0,0.655,0.175,0.486,0.2635,0.415
0.0,0.0,1.0,0.625,0.195,0.5875,0.2185,0.37
1.0,0.0,0.0,0.625,0.15,0.3445,0.2235,0.305
1.0,0.0,0.0,0.64,0.175,0.4245,0.2595,0.48
1.0,0.0,0.0,0.605,0.165,0.435,0.209,0.3
1.0,0.0,0.0,0.615,0.155,0.427,0.2315,0.345
0.0,0.0,1.0,0.555,0.175,0.3275,0.202,0.305
1.0,0.0,0.0,0.58,0.18,0.3665,0.1635,0.245
1.0,0.0,0.0,0.62,0.225,0.378,0.27,0.395
1.0,0.0,0.0,0.62,0.225,0.378,0.2145,0.36
1.0,0.0,0.0,0.6,0.19,0.4385,0.256,0.36
1.0,0.0,0.0,0.625,0.19,0.4385,0.2305,0.42
0.0,0.0,1.0,0.6,0.175,0.4865,0.247,0.315
0.0,0.0,1.0,0.56,0.235,0.3325,0.157,0.305
0.0,0.0,1.0,0.585,0.225,0.3815,0.221,0.365
0.0,0.0,1.0,0.56,0.18,0.36,0.204,0.25
0.0,1.0,0.0,0.56,0.155,0.3005,0.209,0.275
0.0,1.0,0.0,0.68,0.185,0.439,0.245,0.34
1.0,0.0,0.0,0.455,0.14,0.221,0.1265,0.135
1.0,0.0,0.0,0.49,0.145,0.249,0.181,0.21
0.0,0.0,1.0,0.31,0.085,0.061,0.0365,0.045
1.0,0.0,0.0,0.275,0.07,0.031,0.0215,0.025
0.0,0.0,1.0,0.27,0.08,0.0385,0.0195,0.03
0.0,0.0,1.0,0.4,0.115,0.1115,0.0575,0.075
0.0,0.0,1.0,0.28,0.08,0.033,0.0215,0.03
0.0,0.0,1.0,0.325,0.09,0.06,0.034,0.045
1.0,0.0,0.0,0.345,0.09,0.078,0.059,0.055
0.0,0.0,1.0,0.21,0.05,0.0155,0.0085,0.01
1.0,0.0,0.0,0.36,0.09,0.0845,0.0385,0.055
0.0,1.0,0.0,0.365,0.115,0.0935,0.0445,0.07
0.0,0.0,1.0,0.2,0.055,0.0145,0.008,0.01
0.0,0.0,1.0,0.235,0.06,0.0265,0.0095,0.015
0.0,0.0,1.0,0.175,0.04,0.0095,0.006,0.005
0.0,0.0,1.0,0.155,0.04,0.0065,0.003,0.005
1.0,0.0,0.0,0.57,0.155,0.282,0.159,0.235
1.0,0.0,0.0,0.57,0.16,0.3965,0.255,0.26
0.0,0.0,1.0,0.385,0.095,0.0885,0.059,0.085
0.0,1.0,0.0,0.53,0.185,0.299,0.156,0.205
1.0,0.0,0.0,0.46,0.13,0.192,0.1055,0.13
0.0,1.0,0.0,0.47,0.12,0.1845,0.1055,0.155
1.0,0.0,0.0,0.435,0.11,0.1695,0.086,0.11
0.0,1.0,0.0,0.47,0.14,0.2095,0.1225,0.145
0.0,1.0,0.0,0.465,0.13,0.1895,0.08,0.155
0.0,1.0,0.0,0.52,0.14,0.2,0.145,0.179
0.0,0.0,1.0,0.29,0.075,0.043,0.0255,0.04
0.0,0.0,1.0,0.275,0.07,0.0335,0.02,0.0325
1.0,0.0,0.0,0.375,0.115,0.093,0.066,0.0885
1.0,0.0,0.0,0.5,0.14,0.242,0.1415,0.179
1.0,0.0,0.0,0.44,0.115,0.1585,0.0925,0.131
0.0,0.0,1.0,0.42,0.115,0.1,0.057,0.1135
0.0,0.0,1.0,0.445,0.115,0.1565,0.0695,0.117
1.0,0.0,0.0,0.38,0.105,0.099,0.051,0.085
0.0,0.0,1.0,0.32,0.075,0.0585,0.038,0.049
0.0,0.0,1.0,0.255,0.065,0.0315,0.018,0.027
0.0,0.0,1.0,0.205,0.045,0.017,0.0055,0.0155
1.0,0.0,0.0,0.565,0.16,0.3605,0.1555,0.23
0.0,1.0,0.0,0.555,0.18,0.3695,0.2005,0.255
0.0,1.0,0.0,0.65,0.16,0.495,0.203,0.33
0.0,1.0,0.0,0.615,0.155,0.4145,0.195,0.345
0.0,1.0,0.0,0.56,0.165,0.335,0.1735,0.25
0.0,1.0,0.0,0.48,0.12,0.2075,0.131,0.155
0.0,1.0,0.0,0.485,0.125,0.287,0.141,0.12
0.0,1.0,0.0,0.5,0.15,0.2605,0.1665,0.16
0.0,1.0,0.0,0.525,0.15,0.3075,0.205,0.255
1.0,0.0,0.0,0.66,0.165,0.4585,0.298,0.37
1.0,0.0,0.0,0.66,0.17,0.519,0.2625,0.44
0.0,1.0,0.0,0.52,0.145,0.267,0.1055,0.22
1.0,0.0,0.0,0.44,0.105,0.148,0.0805,0.1175
0.0,1.0,0.0,0.515,0.12,0.2705,0.179,0.17
1.0,0.0,0.0,0.475,0.115,0.1715,0.092,0.155
1.0,0.0,0.0,0.545,0.15,0.2795,0.163,0.2185
1.0,0.0,0.0,0.47,0.13,0.2005,0.126,0.185
0.0,0.0,1.0,0.35,0.065,0.0705,0.0385,0.06
0.0,1.0,0.0,0.485,0.13,0.245,0.132,0.168
0.0,1.0,0.0,0.435,0.125,0.1685,0.1055,0.096
0.0,0.0,1.0,0.28,0.08,0.041,0.0265,0.0345
1.0,0.0,0.0,0.41,0.115,0.165,0.1005,0.0985
0.0,1.0,0.0,0.45,0.14,0.21,0.109,0.1275
0.0,1.0,0.0,0.45,0.135,0.1975,0.0875,0.1175
1.0,0.0,0.0,0.59,0.155,0.382,0.2275,0.415
1.0,0.0,0.0,0.57,0.14,0.3785,0.201,0.305
0.0,1.0,0.0,0.61,0.15,0.4145,0.2,0.345
1.0,0.0,0.0,0.61,0.14,0.5275,0.2355,0.35
0.0,1.0,0.0,0.56,0.14,0.4005,0.1975,0.26
1.0,0.0,0.0,0.585,0.175,0.4055,0.2495,0.27
0.0,1.0,0.0,0.58,0.15,0.383,0.209,0.255
1.0,0.0,0.0,0.63,0.175,0.5015,0.3035,0.515
1.0,0.0,0.0,0.625,0.175,0.5565,0.247,0.365
0.0,1.0,0.0,0.55,0.15,0.376,0.171,0.245
1.0,0.0,0.0,0.645,0.19,0.6615,0.3435,0.435
0.0,1.0,0.0,0.46,0.14,0.216,0.133,0.115
1.0,0.0,0.0,0.41,0.1,0.1735,0.065,0.11
0.0,1.0,0.0,0.495,0.125,0.284,0.162,0.2
0.0,1.0,0.0,0.52,0.17,0.28,0.174,0.195
1.0,0.0,0.0,0.55,0.145,0.3095,0.1905,0.25
0.0,0.0,1.0,0.45,0.14,0.164,0.076,0.15
1.0,0.0,0.0,0.405,0.12,0.138,0.058,0.095
0.0,1.0,0.0,0.51,0.15,0.2865,0.1675,0.235
1.0,0.0,0.0,0.37,0.115,0.111,0.057,0.075
0.0,1.0,0.0,0.525,0.175,0.3585,0.207,0.205
1.0,0.0,0.0,0.66,0.18,0.526,0.2975,0.42
0.0,0.0,1.0,0.535,0.15,0.2575,0.153,0.24
0.0,1.0,0.0,0.575,0.18,0.3015,0.1825,0.3
1.0,0.0,0.0,0.55,0.14,0.2565,0.186,0.225
0.0,1.0,0.0,0.605,0.14,0.3385,0.201,0.32
0.0,1.0,0.0,0.605,0.145,0.369,0.2255,0.36
1.0,0.0,0.0,0.56,0.195,0.305,0.2245,0.335
0.0,1.0,0.0,0.535,0.145,0.398,0.1965,0.25
1.0,0.0,0.0,0.385,0.11,0.1225,0.0635,0.0835
1.0,0.0,0.0,0.39,0.1,0.1075,0.06,0.0865
0.0,1.0,0.0,0.47,0.115,0.2005,0.108,0.166
0.0,1.0,0.0,0.515,0.14,0.2,0.1135,0.2235
0.0,1.0,0.0,0.425,0.125,0.16,0.0795,0.154
0.0,0.0,1.0,0.345,0.09,0.078,0.0455,0.059
0.0,1.0,0.0,0.485,0.13,0.181,0.113,0.136
0.0,0.0,1.0,0.37,0.1,0.0675,0.0675,0.081
0.0,0.0,1.0,0.35,0.09,0.0575,0.042,0.068
1.0,0.0,0.0,0.44,0.17,0.15,0.0825,0.1515
0.0,0.0,1.0,0.195,0.05,0.01,0.008,0.012
0.0,0.0,1.0,0.325,0.075,0.0475,0.0355,0.06
0.0,1.0,0.0,0.495,0.125,0.185,0.0705,0.169
0.0,1.0,0.0,0.45,0.145,0.2085,0.1,0.1655
0.0,0.0,1.0,0.415,0.135,0.128,0.07,0.148
1.0,0.0,0.0,0.47,0.14,0.1525,0.095,0.152
0.0,0.0,1.0,0.32,0.085,0.0655,0.047,0.049
0.0,0.0,1.0,0.31,0.075,0.0455,0.0335,0.044
0.0,0.0,1.0,0.235,0.055,0.018,0.0105,0.0195
0.0,0.0,1.0,0.345,0.08,0.06,0.0425,0.054
0.0,1.0,0.0,0.485,0.14,0.2175,0.13,0.195
1.0,0.0,0.0,0.5,0.115,0.2945,0.138,0.195
1.0,0.0,0.0,0.5,0.105,0.1795,0.1095,0.17
0.0,1.0,0.0,0.465,0.105,0.214,0.116,0.14
1.0,0.0,0.0,0.525,0.16,0.2655,0.1125,0.225
1.0,0.0,0.0,0.425,0.095,0.1205,0.061,0.125
1.0,0.0,0.0,0.38,0.095,0.1255,0.0525,0.09
0.0,1.0,0.0,0.53,0.145,0.3845,0.185,0.265
0.0,0.0,1.0,0.34,0.085,0.077,0.046,0.065
0.0,1.0,0.0,0.475,0.115,0.223,0.1235,0.1335
1.0,0.0,0.0,0.43,0.12,0.1555,0.095,0.1405
0.0,0.0,1.0,0.46,0.125,0.1895,0.0945,0.158
0.0,1.0,0.0,0.47,0.13,0.198,0.1065,0.165
0.0,0.0,1.0,0.36,0.1,0.066,0.0525,0.075
0.0,0.0,1.0,0.355,0.09,0.05,0.041,0.063
0.0,0.0,1.0,0.38,0.1,0.1055,0.054,0.08
0.0,0.0,1.0,0.355,0.085,0.081,0.0485,0.055
0.0,1.0,0.0,0.44,0.12,0.1965,0.108,0.16
1.0,0.0,0.0,0.51,0.13,0.219,0.1365,0.195
0.0,0.0,1.0,0.325,0.085,0.0795,0.038,0.05
0.0,1.0,0.0,0.62,0.18,0.4675,0.2655,0.39
1.0,0.0,0.0,0.59,0.16,0.358,0.156,0.315
0.0,0.0,1.0,0.33,0.095,0.0735,0.045,0.06
0.0,0.0,1.0,0.45,0.13,0.1605,0.0795,0.105
0.0,1.0,0.0,0.445,0.12,0.12,0.084,0.105
0.0,0.0,1.0,0.33,0.075,0.045,0.0265,0.035
0.0,0.0,1.0,0.48,0.145,0.216,0.13,0.17
0.0,1.0,0.0,0.46,0.12,0.193,0.105,0.155
1.0,0.0,0.0,0.475,0.125,0.1695,0.081,0.14
0.0,0.0,1.0,0.255,0.065,0.034,0.014,0.025
0.0,1.0,0.0,0.335,0.09,0.0595,0.04,0.06
0.0,1.0,0.0,0.47,0.13,0.1845,0.099,0.145
0.0,0.0,1.0,0.31,0.08,0.054,0.024,0.05
1.0,0.0,0.0,0.37,0.11,0.0945,0.0465,0.075
0.0,0.0,1.0,0.295,0.075,0.05,0.0295,0.04
1.0,0.0,0.0,0.555,0.165,0.336,0.2315,0.295
1.0,0.0,0.0,0.615,0.17,0.4305,0.2245,0.42
0.0,1.0,0.0,0.58,0.195,0.5305,0.254,0.41
1.0,0.0,0.0,0.585,0.185,0.4145,0.1615,0.33
0.0,1.0,0.0,0.65,0.18,0.597,0.3445,0.53
0.0,1.0,0.0,0.535,0.17,0.3055,0.1555,0.295
1.0,0.0,0.0,0.415,0.13,0.146,0.0885,0.12
1.0,0.0,0.0,0.38,0.105,0.1045,0.0615,0.09
0.0,1.0,0.0,0.45,0.12,0.1145,0.0665,0.16
1.0,0.0,0.0,0.395,0.095,0.078,0.054,0.08
0.0,0.0,1.0,0.455,0.12,0.1815,0.144,0.16
1.0,0.0,0.0,0.485,0.15,0.2155,0.14,0.18
0.0,0.0,1.0,0.55,0.155,0.2775,0.243,0.335
1.0,0.0,0.0,0.45,0.145,0.1765,0.123,0.175
0.0,0.0,1.0,0.475,0.145,0.235,0.108,0.215
1.0,0.0,0.0,0.5,0.155,0.2405,0.143,0.205
1.0,0.0,0.0,0.53,0.165,0.24,0.169,0.24
0.0,0.0,1.0,0.49,0.15,0.225,0.124,0.17
1.0,0.0,0.0,0.49,0.15,0.241,0.14,0.24
1.0,0.0,0.0,0.52,0.18,0.158,0.11,0.245
0.0,0.0,1.0,0.54,0.145,0.2635,0.168,0.245
1.0,0.0,0.0,0.5,0.115,0.185,0.148,0.19
1.0,0.0,0.0,0.45,0.165,0.25,0.1915,0.265
1.0,0.0,0.0,0.37,0.1,0.093,0.026,0.08
0.0,1.0,0.0,0.37,0.1,0.0885,0.0465,0.07
0.0,0.0,1.0,0.485,0.14,0.204,0.1415,0.175
1.0,0.0,0.0,0.435,0.115,0.154,0.094,0.12
0.0,0.0,1.0,0.535,0.185,0.3175,0.1725,0.29
0.0,0.0,1.0,0.51,0.14,0.2455,0.1665,0.185
0.0,0.0,1.0,0.565,0.185,0.344,0.2325,0.255
1.0,0.0,0.0,0.535,0.15,0.3345,0.2125,0.21
1.0,0.0,0.0,0.535,0.125,0.26,0.1425,0.345
0.0,0.0,1.0,0.525,0.17,0.279,0.2055,0.195
0.0,0.0,1.0,0.59,0.15,0.366,0.2425,0.295
0.0,0.0,1.0,0.5,0.15,0.2535,0.145,0.19
0.0,1.0,0.0,0.255,0.075,0.0345,0.0205,0.025
1.0,0.0,0.0,0.43,0.115,0.1475,0.1065,0.11
0.0,0.0,1.0,0.38,0.12,0.1175,0.0655,0.085
0.0,1.0,0.0,0.165,0.02,0.0065,0.0025,0.005
0.0,1.0,0.0,0.315,0.09,0.043,0.04,0.04
0.0,1.0,0.0,0.155,0.05,0.005,0.0035,0.005
0.0,0.0,1.0,0.28,0.1,0.0545,0.0285,0.03
1.0,0.0,0.0,0.43,0.12,0.155,0.1145,0.14
1.0,0.0,0.0,0.395,0.105,0.1185,0.091,0.1195
0.0,0.0,1.0,0.385,0.105,0.1215,0.0685,0.0875
1.0,0.0,0.0,0.48,0.135,0.1895,0.142,0.173
1.0,0.0,0.0,0.445,0.105,0.18,0.103,0.123
0.0,0.0,1.0,0.395,0.115,0.1205,0.0595,0.1105
0.0,0.0,1.0,0.4,0.125,0.191,0.09,0.1175
0.0,0.0,1.0,0.415,0.14,0.1535,0.1015,0.144
0.0,0.0,1.0,0.315,0.09,0.0615,0.037,0.0795
1.0,0.0,0.0,0.345,0.09,0.0775,0.0435,0.0765
0.0,0.0,1.0,0.36,0.13,0.0895,0.057,0.1005
0.0,1.0,0.0,0.295,0.09,0.0405,0.0245,0.032
0.0,1.0,0.0,0.325,0.08,0.0595,0.0355,0.063
0.0,0.0,1.0,0.375,0.1,0.104,0.0475,0.083
0.0,1.0,0.0,0.28,0.055,0.045,0.0275,0.0335
0.0,0.0,1.0,0.355,0.085,0.069,0.053,0.0695
0.0,0.0,1.0,0.35,0.08,0.08,0.0385,0.063
0.0,1.0,0.0,0.275,0.065,0.0475,0.0205,0.03
0.0,1.0,0.0,0.29,0.07,0.036,0.019,0.035
0.0,1.0,0.0,0.25,0.06,0.036,0.0115,0.0245
0.0,1.0,0.0,0.18,0.035,0.0095,0.0055,0.0085
0.0,1.0,0.0,0.15,0.025,0.0045,0.004,0.005
0.0,1.0,0.0,0.16,0.025,0.0065,0.0055,0.005
0.0,0.0,1.0,0.555,0.16,0.3925,0.228,0.293
0.0,0.0,1.0,0.555,0.15,0.416,0.212,0.4405
0.0,0.0,1.0,0.525,0.13,0.3865,0.243,0.295
0.0,0.0,1.0,0.465,0.08,0.191,0.125,0.155
1.0,0.0,0.0,0.49,0.11,0.161,0.107,0.195
0.0,0.0,1.0,0.4,0.085,0.108,0.0705,0.1
1.0,0.0,0.0,0.48,0.105,0.2185,0.1195,0.155
0.0,0.0,1.0,0.505,0.125,0.2735,0.159,0.255
1.0,0.0,0.0,0.52,0.12,0.261,0.2015,0.165
0.0,0.0,1.0,0.525,0.13,0.2405,0.1825,0.275
0.0,0.0,1.0,0.545,0.13,0.374,0.1695,0.23
0.0,0.0,1.0,0.52,0.12,0.298,0.1805,0.265
0.0,0.0,1.0,0.505,0.13,0.227,0.1785,0.22
0.0,0.0,1.0,0.525,0.12,0.2825,0.176,0.29
0.0,0.0,1.0,0.51,0.125,0.262,0.1835,0.175
0.0,0.0,1.0,0.52,0.115,0.2385,0.172,0.205
1.0,0.0,0.0,0.52,0.125,0.2415,0.1735,0.21
0.0,0.0,1.0,0.535,0.135,0.2855,0.1525,0.32
0.0,0.0,1.0,0.445,0.09,0.143,0.074,0.125
0.0,0.0,1.0,0.53,0.205,0.32,0.2175,0.245
1.0,0.0,0.0,0.36,0.09,0.078,0.057,0.06
1.0,0.0,0.0,0.535,0.15,0.2785,0.186,0.215
1.0,0.0,0.0,0.52,0.14,0.2795,0.183,0.26
0.0,0.0,1.0,0.53,0.13,0.275,0.1945,0.265
1.0,0.0,0.0,0.53,0.13,0.34,0.226,0.265
1.0,0.0,0.0,0.66,0.2,0.673,0.4805,0.45
0.0,0.0,1.0,0.52,0.14,0.2485,0.2035,0.16
0.0,0.0,1.0,0.535,0.13,0.301,0.181,0.28
0.0,0.0,1.0,0.695,0.175,0.578,0.4105,0.39
1.0,0.0,0.0,0.51,0.105,0.187,0.15,0.195
0.0,0.0,1.0,0.485,0.12,0.215,0.1615,0.14
1.0,0.0,0.0,0.605,0.17,0.347,0.3045,0.315
1.0,0.0,0.0,0.58,0.165,0.369,0.3005,0.275
0.0,0.0,1.0,0.65,0.175,0.5295,0.272,0.525
0.0,0.0,1.0,0.62,0.185,0.69,0.368,0.35
0.0,0.0,1.0,0.615,0.155,0.367,0.236,0.37
1.0,0.0,0.0,0.605,0.19,0.469,0.2655,0.41
0.0,0.0,1.0,0.57,0.155,0.4775,0.2315,0.27
0.0,0.0,1.0,0.57,0.12,0.348,0.167,0.31
0.0,0.0,1.0,0.585,0.15,0.435,0.202,0.325
1.0,0.0,0.0,0.55,0.155,0.313,0.1825,0.335
1.0,0.0,0.0,0.54,0.135,0.2385,0.221,0.3
0.0,0.0,1.0,0.64,0.19,0.6215,0.361,0.47
1.0,0.0,0.0,0.61,0.145,0.403,0.296,0.32
0.0,0.0,1.0,0.545,0.15,0.3365,0.1905,0.3
1.0,0.0,0.0,0.59,0.13,0.3825,0.234,0.32
0.0,0.0,1.0,0.345,0.095,0.0665,0.05,0.07
1.0,0.0,0.0,0.55,0.155,0.289,0.227,0.233
1.0,0.0,0.0,0.53,0.17,0.3485,0.2395,0.278
1.0,0.0,0.0,0.53,0.165,0.3155,0.2815,0.2965
0.0,1.0,0.0,0.485,0.14,0.2,0.123,0.17
0.0,0.0,1.0,0.385,0.115,0.0975,0.0825,0.085
0.0,0.0,1.0,0.455,0.135,0.1675,0.158,0.12
0.0,0.0,1.0,0.49,0.14,0.245,0.167,0.185
0.0,0.0,1.0,0.53,0.165,0.189,0.17,0.31
0.0,0.0,1.0,0.505,0.145,0.236,0.179,0.2
0.0,0.0,1.0,0.49,0.14,0.2305,0.142,0.195
0.0,0.0,1.0,0.465,0.14,0.2015,0.1505,0.19
1.0,0.0,0.0,0.47,0.145,0.1725,0.1375,0.195
0.0,0.0,1.0,0.56,0.165,0.3505,0.237,0.3
0.0,0.0,1.0,0.505,0.15,0.246,0.152,0.215
0.0,0.0,1.0,0.515,0.145,0.292,0.206,0.255
0.0,1.0,0.0,0.385,0.125,0.102,0.038,0.085
0.0,1.0,0.0,0.215,0.06,0.021,0.0165,0.015
0.0,0.0,1.0,0.55,0.175,0.3295,0.2325,0.2905
1.0,0.0,0.0,0.515,0.13,0.1975,0.13,0.1845
0.0,0.0,1.0,0.495,0.135,0.211,0.1375,0.262
1.0,0.0,0.0,0.505,0.16,0.2475,0.2025,0.1635
1.0,0.0,0.0,0.6,0.165,0.309,0.246,0.262
1.0,0.0,0.0,0.57,0.16,0.3145,0.2575,0.263
1.0,0.0,0.0,0.485,0.135,0.1925,0.1315,0.1685
0.0,0.0,1.0,0.47,0.18,0.1915,0.1285,0.1625
0.0,0.0,1.0,0.575,0.165,0.3275,0.225,0.256
0.0,0.0,1.0,0.58,0.16,0.315,0.26,0.3635
0.0,0.0,1.0,0.515,0.145,0.215,0.1635,0.234
0.0,0.0,1.0,0.53,0.155,0.2805,0.1685,0.214
0.0,0.0,1.0,0.44,0.11,0.157,0.096,0.122
0.0,0.0,1.0,0.52,0.16,0.255,0.157,0.2885
1.0,0.0,0.0,0.425,0.11,0.125,0.081,0.117
0.0,0.0,1.0,0.46,0.135,0.1655,0.117,0.185
0.0,0.0,1.0,0.45,0.125,0.119,0.1055,0.115
0.0,0.0,1.0,0.425,0.13,0.152,0.0935,0.155
0.0,1.0,0.0,0.37,0.1,0.094,0.045,0.065
0.0,0.0,1.0,0.515,0.135,0.2875,0.2095,0.155
0.0,0.0,1.0,0.405,0.12,0.1235,0.0905,0.095
0.0,1.0,0.0,0.28,0.07,0.041,0.03,0.03
1.0,0.0,0.0,0.48,0.125,0.2125,0.179,0.24
1.0,0.0,0.0,0.44,0.13,0.153,0.1155,0.13
1.0,0.0,0.0,0.52,0.115,0.2855,0.179,0.235
0.0,0.0,1.0,0.505,0.14,0.2665,0.174,0.285
1.0,0.0,0.0,0.49,0.13,0.165,0.1315,0.205
0.0,1.0,0.0,0.235,0.055,0.027,0.0125,0.018
0.0,1.0,0.0,0.255,0.06,0.0365,0.021,0.023
0.0,1.0,0.0,0.315,0.085,0.071,0.0345,0.0535
0.0,1.0,0.0,0.325,0.08,0.0765,0.0345,0.049
0.0,1.0,0.0,0.335,0.08,0.0735,0.04,0.0575
0.0,1.0,0.0,0.35,0.09,0.075,0.0575,0.062
0.0,1.0,0.0,0.35,0.07,0.0655,0.048,0.054
0.0,1.0,0.0,0.36,0.085,0.1185,0.064,0.0745
0.0,1.0,0.0,0.365,0.135,0.108,0.0445,0.0735
0.0,1.0,0.0,0.37,0.14,0.097,0.0455,0.0615
0.0,1.0,0.0,0.38,0.095,0.086,0.0585,0.0605
0.0,1.0,0.0,0.385,0.095,0.143,0.0635,0.086
0.0,1.0,0.0,0.385,0.1,0.1215,0.063,0.09
0.0,1.0,0.0,0.395,0.095,0.138,0.08,0.082
0.0,1.0,0.0,0.395,0.095,0.127,0.084,0.077
0.0,1.0,0.0,0.4,0.1,0.13,0.06,0.094
0.0,1.0,0.0,0.41,0.1,0.208,0.0655,0.106
0.0,1.0,0.0,0.415,0.11,0.175,0.0755,0.109
0.0,0.0,1.0,0.415,0.1,0.156,0.0505,0.091
0.0,1.0,0.0,0.425,0.1,0.1185,0.0645,0.0945
0.0,1.0,0.0,0.44,0.115,0.2435,0.084,0.1465
0.0,1.0,0.0,0.445,0.1,0.2745,0.086,0.1105
0.0,1.0,0.0,0.445,0.1,0.1795,0.1,0.089
0.0,1.0,0.0,0.45,0.13,0.245,0.1405,0.1405
0.0,0.0,1.0,0.47,0.12,0.266,0.0935,0.169
0.0,1.0,0.0,0.475,0.125,0.229,0.1185,0.172
1.0,0.0,0.0,0.48,0.135,0.2945,0.113,0.175
0.0,1.0,0.0,0.485,0.105,0.2175,0.096,0.1525
0.0,0.0,1.0,0.49,0.125,0.3065,0.096,0.1775
1.0,0.0,0.0,0.495,0.125,0.3355,0.129,0.214
0.0,0.0,1.0,0.5,0.125,0.27,0.1275,0.166
